title,author,rating,voters,price,publisher,page_count,published_date
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.5,119,33.38,Tim Duggan Books,128,28-Feb-17
Competitive Advantage: Creating and Sustaining Superior Performance,Michael E. Porter,5,6,78.72,Simon and Schuster,592,30-Jun-08
10 Ways to be less consumerist,James Fries,,,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,15,21-Nov-19
Forever Evil,Geoff Johns,4.6,327,98.42,DC,240,9-Sep-14
The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,,98.42,Hachette UK,384,15-Oct-19
The Punisher Vol. 1: Black and White,Natahan Edmondson,4.5,102,70.85,Marvel Entertainment,136,20-Aug-14
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,1130,49.92,Random House,704,18-Jul-13
Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,9,22.47,Blake Pierce,250,29-Oct-19
Letting Go,"David R. Hawkins, M.D./Ph.D.",4.6,33,74.78,"Hay House, Inc",176,1-Aug-13
Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,4.5,95,33.72,Morgan Rice,500,25-Feb-16
The Mysterious Affair at Styles,Agatha Christie,4.4,8,8.7,HarperCollins UK,208,17-Jan-13
The Ultimate Secrets of Total Self-Confidence,Robert Anthony,4.5,42,23.85,Penguin,240,15-Nov-86
Salvaged,Madeleine Roux,4,1,47.78,Penguin,368,15-Oct-19
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,,98.42,Hachette UK,416,15-Oct-19
Dead Silent,Shirley Wells,4,3,8.85,Harlequin,355,22-Aug-11
Forever Evil,Geoff Johns,4.6,327,98.42,DC,240,9-Sep-14
The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,42,98.42,Hachette UK,640,22-Oct-19
Mega Man #1,Ian Flynn,3.8,1285,11.78,Archie Comic Publications,25,4-May-11
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,4.8,18,3.9,Hachette UK,96,3-Jul-14
Strawberry Shortcake Murder,Joanne Fluke,4,80,43.36,Kensington Books,304,1-Oct-11
Summary: The Compound Effect,Nine99 Innovation Lab,5,1,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,7,7-Jul-19
Sonic the Hedgehog #22,Ian Flynn,4.2,20,7.84,IDW Publishing,34,23-Oct-19
Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,4.7,87,33.14,Andrews McMeel Publishing,144,20-Oct-15
"Rogue, Prisoner, Princess (Of Crowns and Glory—Book 2)",Morgan Rice,4.5,453,14.96,Morgan Rice,250,3-Aug-16
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,4.5,832,29.29,HarperCollins UK,864,24-Feb-11
Marvel Universe: The End,Jim Starlin,4.3,405,43.28,Marvel Entertainment,168,11-Jun-14
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,4.1,445,39.34,Vintage Crime/Black Lizard,416,1-Sep-15
Dark Age,Pierce Brown,4.8,168,71.63,Del Rey,800,30-Jul-19
Blue Moon: A Jack Reacher Novel,Lee Child,4.4,85,71.63,Dell,368,29-Oct-19
That Time I got Reincarnated as a Slime 11,Story by FUSE,5,13,43.28,Kodansha America LLC,208,15-Oct-19
Death Masks,Jim Butcher,4.8,526,39.34,Penguin Group,464,5-Aug-03
Antiques Con,Barbara Allan,4.8,4,29.9,Kensington Books,288,1-Apr-15
Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,,,32.36,AMACOM,240,15-Oct-13
Rogues,George R. R. Martin,4.1,127,52.54,Bantam,832,17-Jun-14
Watchmen (2019 Edition),Alan Moore,4.2,222,98.42,DC Comics,448,18-Jun-19
10 Ways to be annoying,James Fries,,,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,17,21-Nov-19
Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,3.8,4,29.55,HarperCollins Leadership,112,1-Apr-03
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.1,4750,62.1,Random House,416,28-Feb-12
Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4,69,59.03,DC,160,13-Aug-13
"Captain Marvel Vol. 1: Higher, Further, Faster, More",Kelly Sue Deconnick,3.9,451,70.85,Marvel Entertainment,136,8-Oct-14
Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,9,22.47,Blake Pierce,250,29-Oct-19
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,4,1,78.76,Hachette UK,256,1-Mar-06
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
Permanent Record,Edward Snowden,4.6,56,49.58,Metropolitan Books,352,17-Sep-19
"Tintinalli's Emergency Medicine: A Comprehensive Study Guide, 9th edition: Edition 9",Judith E. Tintinalli,,,886.08,McGraw Hill Professional,2192,22-Oct-19
"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,4.7,13,72.16,Random House,368,30-Sep-13
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,1105,81.87,HarperCollins UK,1216,20-Apr-09
"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,4.3,135,50.25,HarperCollins,304,5-Sep-17
The Mysterious Affair at Styles,Agatha Christie,4.4,8,8.7,HarperCollins UK,208,17-Jan-13
Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,14,31.47,Blake Pierce,250,29-Oct-19
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
After Anna,Alex Lake,4.1,1633,20.51,HarperCollins UK,416,30-Jul-15
Civil War: Volume 1,Mark Millar,4.5,5177,51.16,Marvel Entertainment,208,1-Jan-11
How to Win Friends and Influence People,Dale Carnegie,4.4,1382,55.47,Random House,304,30-Sep-10
15 Delicious Slow Cooker Recipes,Sallie Stone,5,3,0,BookRix,18,28-Oct-19
Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,Adam Kay,4.7,47,41.82,Pan Macmillan,112,17-Oct-19
Thrawn (Star Wars),Timothy Zahn,4.7,588,39.34,Del Rey,448,11-Apr-17
Sonic the Hedgehog #3,Ian Flynn,4.7,281,7.84,IDW Publishing,32,18-Apr-18
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,4.7,185,43.28,Hachette UK,688,11-Jun-09
Morning Star,Pierce Brown,4.8,886,62.1,Del Rey,544,9-Feb-16
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,1105,81.87,HarperCollins UK,1216,20-Apr-09
Watchmen (2019 Edition),Alan Moore,4.2,222,98.42,DC Comics,448,18-Jun-19
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,4.7,13,72.16,Random House,368,30-Sep-13
A Game of Thrones: A Song of Ice and Fire: Book One,George R. R. Martin,4.6,10650,39.34,Bantam,720,1-Jan-03
Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,,,66.87,Clarkson Potter,256,15-Oct-19
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,4532,88.69,Harper Collins,336,17-Feb-10
The Walking Dead: Compendium 1,Robert Kirkman,4.5,4533,157.49,"Image Comics, Inc.",28,19-May-09
Introducing Critical Theory: A Graphic Guide,Stuart Sim,3.7,3,23.4,Icon Books,176,1-Jan-04
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Battle Sight Zero,Gerald Seymour,5,1,94.48,Hachette UK,448,10-Jan-19
Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,4.4,399,66.91,DC,180,13-May-14
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,4.3,90,86.64,McGraw Hill Professional,464,12-Apr-09
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,283,22.47,Morgan Rice,250,6-Nov-15
Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,4.8,22,11.21,Bookouture,350,16-May-18
The Witcher #5,Paul Tobin,4.6,27,7.84,Dark Horse Comics (Single Issues),24,21-May-14
Invincible #118,Robert Kirkman,4,1365,3.9,Image Comics,32,25-Mar-15
Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,4.1,157,59.03,DC,172,5-Apr-11
Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,4.3,532,50.25,Harper Collins,304,12-May-14
Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,4.5,45,14.96,Blake Pierce,250,16-Jun-16
The Punisher Vol. 1: Black and White,Natahan Edmondson,4.5,102,70.85,Marvel Entertainment,136,20-Aug-14
The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,4.7,6,2.73,Courier Corporation,208,11-May-12
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,4.5,87,31.46,Del Rey,368,28-Jun-11
Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,4.5,45,14.96,Blake Pierce,250,16-Jun-16
"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,4.7,2700,66.12,Tor Books,1712,1-Feb-11
The Secret,Rhonda Byrne,4.1,9403,47.22,Simon and Schuster,216,26-Feb-07
Ask A Footballer,James Milner,,,98.42,Hachette UK,320,31-Oct-19
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Bring Me Back,B A Paris,3.8,124,30.71,HarperCollins UK,368,8-Mar-18
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,352,3.9,Harper Collins,224,13-Oct-09
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,278,42.16,Penguin UK,464,8-May-14
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,1105,81.87,HarperCollins UK,1216,20-Apr-09
The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,4.1,57,62.1,Penguin,336,24-Dec-12
Candide,Voltaire,4.5,14,11.78,Open Road Media,112,27-Jan-15
Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,4.7,223,15.19,DGS,350,3-Nov-15
Her Royal Spyness,Rhys Bowen,3.8,103,31.46,Penguin,336,1-Jul-08
'Salem's Lot,Stephen King,4.4,247,55.1,Hachette UK,300,11-Dec-08
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,4.5,87,31.46,Del Rey,368,28-Jun-11
The Magic of Thinking Big,David J. Schwartz,4.6,244,66.87,Penguin,256,2-Dec-14
The Umbrella Academy: Apocalypse Suite #1,Gerard Way,4.8,79,7.84,Dark Horse Comics (Single Issues),23,23-Sep-15
Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,9,22.47,Blake Pierce,250,29-Oct-19
Diabolical,Jana DeLeon,4.8,85,23.59,Jana DeLeon,360,8-Aug-16
Green Lantern: Secret Origin,Geoff Johns,4.6,45,59.03,DC,194,12-Apr-11
Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,5,4,98.42,Hachette UK,336,17-Oct-19
Business Strategy (The Brian Tracy Success Library),Brian Tracy,,,38.33,AMACOM,112,29-Apr-15
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,283,22.47,Morgan Rice,250,6-Nov-15
Final Option,Clive Cussler,4.9,11,71.63,Penguin,400,5-Nov-19
It,Stephen King,4.5,4260,19.65,Simon and Schuster,1168,1-Jan-16
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,4.4,591,18.72,Morgan Rice,250,1-Jul-15
Mega Man #1,Ian Flynn,3.8,1285,11.78,Archie Comic Publications,25,4-May-11
Dork Diaries: Spectacular Superstar,Rachel Renee Russell,4.8,22,33.83,Simon and Schuster,368,31-Oct-19
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,23,3.9,Hachette UK,30,29-Jan-15
The Raven,Edgar Allan Poe,3.9,32771,0,Simon and Schuster,32,26-Aug-13
Sonic the Hedgehog #3,Ian Flynn,4.7,281,7.84,IDW Publishing,32,18-Apr-18
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,16,129.51,Macmillan,1728,6-Dec-16
All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,4.5,42,70.85,Marvel Entertainment,136,11-May-16
Home Work: A Memoir of My Hollywood Years,Julie Andrews,5,1,98.42,Hachette UK,352,15-Oct-19
Battle Sight Zero,Gerald Seymour,5,1,94.48,Hachette UK,448,10-Jan-19
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Death of a Bachelorette,Laura Levine,4,7,29.9,Kensington Books,304,1-Jul-17
Principles: Life and Work,Ray Dalio,4.7,78,59.03,Simon and Schuster,592,19-Sep-17
A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,62,18.72,Blake Pierce,250,20-Oct-17
The Jump,Doug Johnstone,4.1,92,32.78,Faber & Faber,304,4-Aug-15
Ready Player One,Ernest Cline,4.6,17719,39.34,Broadway Books,384,16-Aug-11
Dark Matter: A Novel,Blake Crouch,4.4,1408,28.61,Broadway Books,368,26-Jul-16
Boy Erased: A Memoir,Garrard Conley,4,35,23.85,Penguin,352,10-May-16
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,6,6.64,Minotaur Books,60,29-May-18
The Art Of Seduction,Robert Greene,4.5,34,74.99,Profile Books,272,3-Sep-10
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.3,255,96.12,Harper Collins,320,19-Jul-11
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,HarperCollins UK,544,8-Jan-09
A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,4.5,1799,39.34,Bantam,1040,12-Jul-11
Spider-Verse: Volume 1,Dan Slott,4.4,308,118.11,Marvel Entertainment,624,29-Apr-15
The Red Signal: An Agatha Christie Short Story,Agatha Christie,5,4,7.5,HarperCollins UK,40,1-Sep-11
Bring Me Back,B A Paris,3.8,124,30.71,HarperCollins UK,368,8-Mar-18
A Game of Thrones: A Song of Ice and Fire: Book One,George R. R. Martin,4.6,10650,39.34,Bantam,720,1-Jan-03
The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,4.7,1780,36.79,Tor Books,688,15-Sep-00
Killer Blonde,Laura Levine,4,10,73.67,Kensington Books,288,1-Sep-08
Getting Things Done: The Art of Stress-Free Productivity,David Allen,4.5,141,66.87,Penguin,352,17-Mar-15
Candide,Voltaire,4.5,14,11.78,Open Road Media,112,27-Jan-15
Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,4.8,52,46.85,Penguin UK,368,28-Sep-17
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,HarperCollins UK,544,8-Jan-09
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Dork Diaries: Spectacular Superstar,Rachel Renee Russell,4.8,22,33.83,Simon and Schuster,368,31-Oct-19
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,751,88.06,HarperCollins UK,4544,15-Mar-12
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,,98.42,Hachette UK,416,15-Oct-19
The Mysterious Affair at Styles,Agatha Christie,4.4,8,8.7,HarperCollins UK,208,17-Jan-13
"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4,1,78.73,Red Wheel/Weiser,288,1-Aug-09
Dark Age,Pierce Brown,4.8,168,71.63,Del Rey,800,30-Jul-19
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,36,70.88,Crown Business,464,24-Mar-15
Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,5,15,66.9,Dark Horse Comics,168,15-Oct-19
The Magic of Thinking Big,David J. Schwartz,4.6,244,66.87,Penguin,256,2-Dec-14
Summary: The Compound Effect,Nine99 Innovation Lab,5,1,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,7,7-Jul-19
The Magic of Thinking Big,David J. Schwartz,4.6,244,66.87,Penguin,256,2-Dec-14
"The Name of the Wind: The Kingkiller Chronicle:, Book 1",Patrick Rothfuss,4.3,4683,51.16,Hachette UK,672,22-Apr-10
Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,4.8,52,46.85,Penguin UK,368,28-Sep-17
Mega Man #1,Ian Flynn,3.8,1285,11.78,Archie Comic Publications,25,4-May-11
Introducing Critical Theory: A Graphic Guide,Stuart Sim,3.7,3,23.4,Icon Books,176,1-Jan-04
Shantaram,Gregory David Roberts,4.5,499,55.1,Hachette UK,944,28-Jun-12
Personal Success (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,6-Jan-16
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,283,22.47,Morgan Rice,250,6-Nov-15
Bring Me Back,B A Paris,3.8,124,30.71,HarperCollins UK,368,8-Mar-18
Final Option: 'The best one yet',Clive Cussler,5,3,93.75,Penguin UK,400,14-Nov-19
The Red Signal: An Agatha Christie Short Story,Agatha Christie,5,4,7.5,HarperCollins UK,40,1-Sep-11
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Dead Silent,Shirley Wells,4,3,8.85,Harlequin,355,22-Aug-11
The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,57,19.28,HarperCollins UK,208,14-Oct-10
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,4,1,78.76,Hachette UK,256,1-Mar-06
Killer Blonde,Laura Levine,4,10,73.67,Kensington Books,288,1-Sep-08
Antiques Chop,Barbara Allan,4.5,4,29.9,Kensington Books,240,1-Apr-14
Batman: Year One,Frank Miller,4.5,1756,59.03,DC,148,10-Jan-07
The Law of Success in Sixteen Lessons,Napoleon Hill,4.7,97,7.84,Simon and Schuster,547,20-May-13
The Last of Us: American Dreams #1,Faith Erin Hicks,4.6,41,7.84,Dark Horse Comics (Single Issues),26,21-Dec-11
Letting Go,"David R. Hawkins, M.D./Ph.D.",4.6,33,74.78,"Hay House, Inc",176,1-Aug-13
The Joker,Brian Azzarello,4.4,997,78.73,DC,130,4-Nov-08
The Art of Super Mario Odyssey,Nintendo,3.9,9,133.85,Dark Horse Comics,368,5-Nov-19
The Black Box,Michael Connelly,4,85,43.28,Hachette UK,448,22-Nov-12
How to Win Friends and Influence People,Dale Carnegie,4.4,1382,55.47,Random House,304,30-Sep-10
A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,4.5,1799,39.34,Bantam,1040,12-Jul-11
Death Masks,Jim Butcher,4.8,526,39.34,Penguin Group,464,5-Aug-03
Batman vs. Superman: The Greatest Battles,Geoff Johns,4.4,715,39.34,DC,147,8-Dec-15
The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,4.7,567,33.42,Tor Books,704,19-Jan-10
The Walking Dead #185,Robert Kirkman,4.7,19,7.84,Image Comics,56,7-Nov-18
How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,4,46.85,Kogan Page Publishers,176,3-Apr-10
Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,4.4,399,66.91,DC,180,13-May-14
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,HarperCollins UK,544,8-Jan-09
The Black Box,Michael Connelly,4,85,43.28,Hachette UK,448,22-Nov-12
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,24,4.17,e-artnow,80,2-Jun-12
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,66,23.59,Selective Entertainment LLC,126,22-Dec-13
Rogues,George R. R. Martin,4.1,127,52.54,Bantam,832,17-Jun-14
The Art of Thinking Clearly,Rolf Dobelli,4.3,72,7.84,Harper Collins,384,6-May-14
The Man in the High Castle,Philip K. Dick,4,624,55.17,Houghton Mifflin Harcourt,272,24-Jan-12
Thrawn (Star Wars),Timothy Zahn,4.7,588,39.34,Del Rey,448,11-Apr-17
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,186,39.19,Workman Publishing,228,22-Apr-14
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4,2,55.47,Random House,576,22-Sep-16
And Then There Were None,Agatha Christie,4.6,510,32.1,HarperCollins UK,224,14-Oct-10
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,HarperCollins UK,544,8-Jan-09
Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,5,15,66.9,Dark Horse Comics,168,15-Oct-19
The Witcher #1,Paul Tobin,4.6,85,7.84,Dark Horse Comics (Single Issues),24,19-Feb-14
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.3,255,96.12,Harper Collins,320,19-Jul-11
Antiques Con,Barbara Allan,4.8,4,29.9,Kensington Books,288,1-Apr-15
After Anna,Alex Lake,4.1,1633,20.51,HarperCollins UK,416,30-Jul-15
The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,4.6,580,33.42,Tor Books,704,16-Feb-10
"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,408,24.94,HarperCollins UK,416,4-Aug-11
The Witcher #5,Paul Tobin,4.6,27,7.84,Dark Horse Comics (Single Issues),24,21-May-14
Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,4.1,157,59.03,DC,172,5-Apr-11
The Mysterious Affair at Styles,Agatha Christie,4.4,8,8.7,HarperCollins UK,208,17-Jan-13
Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,4.5,107,118.11,DC Comics,216,12-Jun-18
No One Is Too Small to Make a Difference,Greta Thunberg,5,2,38.18,Penguin,112,12-Nov-19
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,24,4.17,e-artnow,80,2-Jun-12
Death Masks,Jim Butcher,4.8,526,39.34,Penguin Group,464,5-Aug-03
Kingdom Of Strangers,Zoe Ferraris,4.5,10,39.34,Hachette UK,368,7-Jun-12
Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,4.4,97,35.41,Marvel Entertainment,128,21-Nov-18
"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,4.3,135,50.25,HarperCollins,304,5-Sep-17
"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4,1,78.73,Red Wheel/Weiser,288,1-Aug-09
Influence: The Psychology of Persuasion,"Robert B. Cialdini, PhD",4.3,288,56.14,Harper Collins,336,2-Jun-09
God of War: The Official Novelization,J.M. Barlog,4.5,94,15.82,Titan Books,400,28-Aug-18
10 Ways to be annoying,James Fries,,,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,17,21-Nov-19
The Jump,Doug Johnstone,4.1,92,32.78,Faber & Faber,304,4-Aug-15
My Little Pony: Friendship is Magic #83,Thom Zahler,5,3,7.84,IDW Publishing,30,16-Oct-19
It,Stephen King,4.5,4260,19.65,Simon and Schuster,1168,1-Jan-16
We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,272,23.85,Vintage,32,29-Jul-14
The Umbrella Academy: Apocalypse Suite #1,Gerard Way,4.8,79,7.84,Dark Horse Comics (Single Issues),23,23-Sep-15
Sonic: Tangle & Whisper #3,Ian Flynn,4.3,9,7.84,IDW Publishing,30,23-Oct-19
Marvel Universe: The End,Jim Starlin,4.3,405,43.28,Marvel Entertainment,168,11-Jun-14
Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,4.7,223,15.19,DGS,350,3-Nov-15
Summary: The Compound Effect,Nine99 Innovation Lab,5,1,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,7,7-Jul-19
Gangster: A Novel,Lorenzo Carcaterra,4.5,79,31.46,Ballantine Books,384,30-Jul-02
Legacy,Shannon Messenger,4.9,46,43.28,Simon and Schuster,816,5-Nov-19
Getting Things Done: The Art of Stress-Free Productivity,David Allen,4.5,141,66.87,Penguin,352,17-Mar-15
Happy: Why More or Less Everything is Absolutely Fine,Derren Brown,4,2,55.47,Random House,576,22-Sep-16
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,7,14.96,Bookouture,358,11-Oct-19
Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,4.5,13,70.7,W. W. Norton & Company,256,28-Mar-16
'Salem's Lot,Stephen King,4.4,247,55.1,Hachette UK,300,11-Dec-08
Introducing Critical Theory: A Graphic Guide,Stuart Sim,3.7,3,23.4,Icon Books,176,1-Jan-04
"Captain Marvel Vol. 1: Higher, Further, Faster, More",Kelly Sue Deconnick,3.9,451,70.85,Marvel Entertainment,136,8-Oct-14
The Burning White: Book Five of Lightbringer,Brent Weeks,4.9,42,98.42,Hachette UK,640,22-Oct-19
Diabolical,Jana DeLeon,4.8,85,23.59,Jana DeLeon,360,8-Aug-16
Ultimate Spider-Man Vol. 11: Carnage,Brian Michael Bendis,4.1,200,43.28,Marvel Entertainment,144,15-Jan-14
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,4532,88.69,Harper Collins,336,17-Feb-10
Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,5,2,47.22,Simon and Schuster,224,18-Feb-11
Marketing (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,11-Jun-14
Spider-Man: Anti-Venom,Dan Slott,4,1701,19.65,Marvel Entertainment,96,10-Mar-10
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,352,3.9,Harper Collins,224,13-Oct-09
